Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_num,Engine_num,Power_num,Brand,Car_Age,fuel_unit,kg_co2e_per_unit,kg_co2e_per_kwh,kwh_per_unit,estimated_kg_co2e_per_km
Chevrolet Beat LT Option,Pune,2014,38800,Petrol,Manual,First,5.0,2.85,18.6,1199.0,76.8,Chevrolet,6,litre,2.1,0.22,9.545455,0.11290322580645161
Skoda Rapid 1.5 TDI Elegance,Chennai,2013,83000,Diesel,Manual,First,5.0,4.75,21.14,1498.0,103.52,Skoda,7,litre,2.51,0.24,10.45833,0.11873226111636706
Maruti Ciaz 1.4 Alpha,Kochi,2018,41283,Petrol,Manual,First,5.0,9.9,20.73,1373.0,91.1,Maruti,2,litre,2.1,0.22,9.545455,0.10130246020260492
Audi RS5 Coupe,Mumbai,2013,23000,Petrol,Automatic,First,4.0,37.0,11.05,2894.0,444.0,Audi,7,litre,2.1,0.22,9.545455,0.19004524886877827
BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,First,5.0,26.5,21.76,1995.0,190.0,BMW,6,litre,2.51,0.24,10.45833,0.11534926470588233
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,5.0,23.32,17.11,1968.0,174.33,Audi,5,litre,2.51,0.24,10.45833,0.146697837521917
Maruti Swift VDI,Chennai,2016,35000,Diesel,Manual,First,5.0,6.25,22.9,1248.0,74.0,Maruti,4,litre,2.51,0.24,10.45833,0.10960698689956332
Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,5.0,30.0,7.81,5461.0,362.9,Mercedes-Benz,10,litre,2.1,0.22,9.545455,0.26888604353393086
Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Coimbatore,2016,54620,Diesel,Automatic,First,5.0,9.86,21.66,1498.0,103.52,Skoda,4,litre,2.51,0.24,10.45833,0.11588180978762695
Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,Diesel,Automatic,First,5.0,8.5,17.2,1968.0,138.1,Skoda,8,litre,2.51,0.24,10.45833,0.14593023255813953
Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,5.0,4.23,21.1,814.0,55.2,Hyundai,1,litre,2.1,0.22,9.545455,0.0995260663507109
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,5.0,3.5,22.07,1199.0,73.9,Volkswagen,8,litre,2.51,0.24,10.45833,0.11372904395106478
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,5.0,2.5,20.63,1198.0,67.06,Datsun,4,litre,2.1,0.22,9.545455,0.10179350460494427
Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,5.0,2.39,19.4,1198.0,86.8,Honda,7,litre,2.1,0.22,9.545455,0.10824742268041239
Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,5.0,11.25,14.8,1595.0,120.7,Mercedes-Benz,7,litre,2.1,0.22,9.545455,0.14189189189189189
Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,5.0,7.11,26.0,1498.0,98.6,Honda,5,litre,2.51,0.24,10.45833,0.09653846153846153
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,7.0,10.9,12.99,2494.0,100.6,Toyota,4,litre,2.51,0.24,10.45833,0.193225558121632
Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,5.0,6.2,20.4,1197.0,81.8,Maruti,3,litre,2.1,0.22,9.545455,0.10294117647058824
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,7.0,7.9,15.1,2179.0,140.0,Mahindra,8,litre,2.51,0.24,10.45833,0.1662251655629139
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,5.0,4.42,22.7,1498.0,89.84,Ford,6,litre,2.51,0.24,10.45833,0.11057268722466959
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,7.0,13.5,13.0,2982.0,168.5,Toyota,8,litre,2.51,0.24,10.45833,0.19307692307692306
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,5.0,6.25,21.5,1498.0,108.5,Volkswagen,7,litre,2.51,0.24,10.45833,0.11674418604651161
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,5.0,2.1,20.0,1399.0,68.0,Ford,10,litre,2.51,0.24,10.45833,0.1255
BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,5.0,45.0,15.3,2993.0,258.0,BMW,5,litre,2.51,0.24,10.45833,0.16405228758169932
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,5.0,33.66,19.27,2143.0,167.62,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.1302542812662169
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,5.0,3.65,19.4,1198.0,86.8,Honda,8,litre,2.1,0.22,9.545455,0.10824742268041239
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,5.0,2.75,20.36,1197.0,78.9,Hyundai,7,litre,2.1,0.22,9.545455,0.1031434184675835
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,5.0,42.5,17.9,2143.0,170.0,Mercedes-Benz,4,litre,2.51,0.24,10.45833,0.14022346368715083
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,5.0,6.5,18.9,1197.0,81.86,Hyundai,1,litre,2.1,0.22,9.545455,0.11111111111111112
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,5.0,19.0,17.68,1968.0,174.33,Audi,8,litre,2.51,0.24,10.45833,0.1419683257918552
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,5.0,4.45,14.4,1598.0,103.6,Volkswagen,7,litre,2.1,0.22,9.545455,0.14583333333333334
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,5.0,23.0,16.6,1998.0,112.0,Mini,3,litre,2.51,0.24,10.45833,0.1512048192771084
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,5.0,8.35,22.54,1396.0,88.73,Hyundai,6,litre,2.51,0.24,10.45833,0.11135758651286601
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,5.0,22.95,17.68,1968.0,174.33,Audi,6,litre,2.51,0.24,10.45833,0.1419683257918552
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,5.0,1.5,25.44,936.0,57.6,Chevrolet,8,litre,2.51,0.24,10.45833,0.09866352201257861
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,5.0,6.89,13.7,1798.0,157.75,Skoda,8,litre,2.1,0.22,9.545455,0.15328467153284672
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,5.0,1.45,17.8,1399.0,68.0,Ford,14,litre,2.51,0.24,10.45833,0.14101123595505616
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,5.0,33.5,22.48,1995.0,190.0,BMW,6,litre,2.51,0.24,10.45833,0.11165480427046262
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,5.0,1.25,12.9,1598.0,102.5,Chevrolet,13,litre,2.1,0.22,9.545455,0.16279069767441862
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,5.0,4.2,22.07,1199.0,73.9,Volkswagen,8,litre,2.51,0.24,10.45833,0.11372904395106478
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,8.0,6.75,19.98,1461.0,108.5,Renault,5,litre,2.51,0.24,10.45833,0.12562562562562563
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,5.0,32.0,13.0,2143.0,201.1,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.19307692307692306
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,5.0,7.5,21.4,1197.0,83.1,Maruti,3,litre,2.1,0.22,9.545455,0.09813084112149534
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,5.0,4.6,22.32,1582.0,126.32,Hyundai,8,litre,2.51,0.24,10.45833,0.11245519713261648
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,5.0,4.04,19.81,1086.0,68.05,Hyundai,3,litre,2.1,0.22,9.545455,0.1060070671378092
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,7.0,10.31,15.4,1997.0,120.0,Mahindra,4,litre,2.51,0.24,10.45833,0.16298701298701296
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,5.0,55.76,12.7,2179.0,187.7,Land,2,litre,2.51,0.24,10.45833,0.19763779527559056
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,5.0,2.6,20.0,1399.0,68.0,Ford,10,litre,2.51,0.24,10.45833,0.1255
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,7.0,8.5,25.47,1248.0,88.5,Maruti,4,litre,2.51,0.24,10.45833,0.09854731056144483
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,5.0,2.95,0.0,1493.0,97.7,Honda,13,litre,2.1,0.22,9.545455,0.12352941176470589
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,5.0,3.5,25.8,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09728682170542635
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,5.0,3.55,20.36,1197.0,78.9,Hyundai,5,litre,2.1,0.22,9.545455,0.1031434184675835
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,5.0,3.25,25.8,1498.0,98.6,Honda,7,litre,2.51,0.24,10.45833,0.09728682170542635
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,5.0,4.5,17.5,1896.0,106.0,Skoda,12,litre,2.51,0.24,10.45833,0.1434285714285714
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,5.0,5.35,19.87,1461.0,83.8,Renault,6,litre,2.51,0.24,10.45833,0.1263210870659285
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,7.0,6.5,17.45,1493.0,100.0,Mahindra,3,litre,2.51,0.24,10.45833,0.14383954154727793
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,5.0,9.0,24.3,1248.0,88.5,Maruti,4,litre,2.51,0.24,10.45833,0.10329218106995884
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,5.0,6.0,18.6,1197.0,81.83,Hyundai,4,litre,2.1,0.22,9.545455,0.11290322580645161
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,5.0,2.75,14.7,1390.0,85.0,Skoda,11,litre,2.1,0.22,9.545455,0.14285714285714288
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,5.0,1.5,15.64,1193.0,64.1,Tata,10,litre,2.1,0.22,9.545455,0.13427109974424553
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,5.0,19.9,15.73,1968.0,174.33,Audi,5,litre,2.51,0.24,10.45833,0.15956770502225046
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,5.0,10.0,14.7,1798.0,177.5,Skoda,6,litre,2.1,0.22,9.545455,0.14285714285714288
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,5.0,3.0,23.59,1364.0,67.06,Toyota,6,litre,2.51,0.24,10.45833,0.10640101738024586
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,5.0,2.11,16.1,1493.0,97.7,Maruti,10,litre,2.1,0.22,9.545455,0.13043478260869565
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,5.0,11.96,14.8,1595.0,120.7,Mercedes-Benz,6,litre,2.1,0.22,9.545455,0.14189189189189189
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,5.0,3.25,27.4,1498.0,98.6,Honda,7,litre,2.51,0.24,10.45833,0.09160583941605839
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,5.0,4.75,22.32,1582.0,126.32,Hyundai,8,litre,2.51,0.24,10.45833,0.11245519713261648
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,5.0,5.95,20.46,1461.0,83.8,Renault,6,litre,2.51,0.24,10.45833,0.12267839687194525
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,5.0,8.15,15.29,1591.0,121.3,Hyundai,5,litre,2.1,0.22,9.545455,0.13734466971877046
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,5.0,4.22,20.51,998.0,67.0,Maruti,4,litre,2.1,0.22,9.545455,0.10238907849829351
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,5.0,10.5,11.74,1796.0,186.0,Mercedes-Benz,10,litre,2.1,0.22,9.545455,0.1788756388415673
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,5.0,45.0,11.8,2967.0,246.7,Audi,8,litre,2.51,0.24,10.45833,0.21271186440677964
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,5.0,2.9,19.81,1086.0,68.05,Hyundai,8,litre,2.1,0.22,9.545455,0.1060070671378092
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,5.0,8.9,14.3,1598.0,103.52,Skoda,3,litre,2.1,0.22,9.545455,0.14685314685314685
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,5.0,26.0,14.67,1798.0,177.46,Skoda,3,litre,2.1,0.22,9.545455,0.14314928425357873
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,5.0,8.22,17.19,1197.0,81.86,Hyundai,2,litre,2.1,0.22,9.545455,0.12216404886561955
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,5.0,3.5,25.8,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09728682170542635
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,5.0,1.25,18.9,998.0,67.1,Maruti,16,litre,2.1,0.22,9.545455,0.11111111111111112
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,5.0,3.7,21.03,1461.0,65.0,Mahindra,7,litre,2.51,0.24,10.45833,0.11935330480266285
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,5.0,39.41,19.27,2143.0,167.62,Mercedes-Benz,2,litre,2.51,0.24,10.45833,0.1302542812662169
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,5.0,2.65,22.5,998.0,67.04,Maruti,7,litre,2.1,0.22,9.545455,0.09333333333333334
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,5.0,8.92,19.01,1461.0,108.5,Nissan,5,litre,2.51,0.24,10.45833,0.13203577064702784
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,5.0,4.1,17.8,1248.0,97.7,Maruti,7,litre,2.51,0.24,10.45833,0.14101123595505616
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,4.0,35.67,16.82,1998.0,189.08,Mini,3,litre,2.1,0.22,9.545455,0.12485136741973842
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,5.0,3.6,0.0,1498.0,99.0,Ford,5,litre,2.51,0.24,10.45833,0.12352941176470589
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,5.0,0.85,17.2,1396.0,53.5,Tata,13,litre,2.51,0.24,10.45833,0.14593023255813953
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,5.0,3.32,18.6,1199.0,76.8,Chevrolet,4,litre,2.1,0.22,9.545455,0.11290322580645161
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,5.0,3.6,22.07,1199.0,73.9,Volkswagen,8,litre,2.51,0.24,10.45833,0.11372904395106478
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,5.0,6.8,22.9,1248.0,74.0,Maruti,4,litre,2.51,0.24,10.45833,0.10960698689956332
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,5.0,2.5,20.0,1399.0,68.05,Ford,8,litre,2.51,0.24,10.45833,0.1255
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,7.0,19.64,11.36,2755.0,171.5,Toyota,1,litre,2.51,0.24,10.45833,0.2209507042253521
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,7.0,7.0,11.72,2199.0,194.3,Hyundai,9,litre,2.51,0.24,10.45833,0.21416382252559724
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,5.0,3.87,17.4,1497.0,117.3,Honda,9,litre,2.1,0.22,9.545455,0.12068965517241381
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,5.0,6.27,18.6,1197.0,81.83,Hyundai,2,litre,2.1,0.22,9.545455,0.11290322580645161
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,5.0,18.12,19.27,2143.0,167.62,Mercedes-Benz,5,litre,2.51,0.24,10.45833,0.1302542812662169
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,5.0,2.65,25.44,936.0,57.6,Chevrolet,7,litre,2.51,0.24,10.45833,0.09866352201257861
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,5.0,7.2,22.54,1396.0,88.73,Hyundai,5,litre,2.51,0.24,10.45833,0.11135758651286601
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,7.0,14.3,12.99,2494.0,100.6,Toyota,5,litre,2.51,0.24,10.45833,0.193225558121632
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,7.0,6.9,20.77,1248.0,88.76,Maruti,7,litre,2.51,0.24,10.45833,0.12084737602311024
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,7.0,10.75,12.8,2494.0,102.0,Toyota,6,litre,2.51,0.24,10.45833,0.19609374999999998
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,5.0,0.95,17.0,1086.0,97.7,Hyundai,13,litre,2.1,0.22,9.545455,0.12352941176470589
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,5.0,8.09,17.8,1497.0,117.3,Honda,4,litre,2.1,0.22,9.545455,0.11797752808988764
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,5.0,18.5,17.05,1995.0,184.0,BMW,6,litre,2.51,0.24,10.45833,0.14721407624633429
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,5.0,4.75,24.0,1120.0,70.0,Hyundai,3,litre,2.51,0.24,10.45833,0.10458333333333332
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,5.0,8.45,28.09,1248.0,88.5,Maruti,4,litre,2.51,0.24,10.45833,0.08935564257742969
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,5.0,3.5,20.5,1598.0,103.6,Skoda,8,litre,2.51,0.24,10.45833,0.12243902439024389
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,5.0,1.8,13.1,1493.0,82.0,Hyundai,14,litre,2.51,0.24,10.45833,0.1916030534351145
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,5.0,3.7,19.91,1498.0,103.6,Volkswagen,6,litre,2.51,0.24,10.45833,0.12606730286288295
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,5.0,7.17,18.7,1199.0,88.7,Honda,3,litre,2.1,0.22,9.545455,0.11229946524064172
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,5.0,1.75,19.81,1086.0,68.05,Hyundai,10,litre,2.1,0.22,9.545455,0.1060070671378092
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,5.0,21.99,16.38,1995.0,183.0,Hyundai,2,litre,2.51,0.24,10.45833,0.15323565323565322
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,7.0,18.65,13.68,2393.0,147.8,Toyota,3,litre,2.51,0.24,10.45833,0.1834795321637427
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,5.0,1.85,19.7,796.0,35.0,Maruti,9,litre,2.1,0.22,9.545455,0.10659898477157362
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,5.0,5.95,20.4,1197.0,81.8,Maruti,3,litre,2.1,0.22,9.545455,0.10294117647058824
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,5.0,3.75,18.9,1197.0,82.0,Hyundai,6,litre,2.1,0.22,9.545455,0.11111111111111112
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,5.0,3.75,22.9,1248.0,74.0,Maruti,8,litre,2.51,0.24,10.45833,0.10960698689956332
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,5.0,2.6,22.0,1582.0,126.2,Hyundai,12,litre,2.51,0.24,10.45833,0.11409090909090908
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,5.0,1.75,0.0,1086.0,97.7,Hyundai,14,litre,2.1,0.22,9.545455,0.12352941176470589
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,5.0,2.8,17.0,1197.0,80.0,Hyundai,10,litre,2.1,0.22,9.545455,0.12352941176470589
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,5.0,61.29,11.57,2987.0,254.79,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.21694036300777872
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,5.0,18.0,15.8,2148.0,170.0,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.15886075949367087
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,5.0,4.35,23.2,1248.0,73.94,Maruti,6,litre,2.51,0.24,10.45833,0.10818965517241379
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,5.0,13.75,19.67,1582.0,126.2,Hyundai,4,litre,2.51,0.24,10.45833,0.1276054905948144
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,5.0,2.0,19.0,998.0,66.1,Maruti,10,litre,2.1,0.22,9.545455,0.1105263157894737
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,5.0,10.0,19.64,1461.0,108.45,Renault,4,litre,2.51,0.24,10.45833,0.12780040733197554
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,5.0,1.65,17.8,1248.0,76.0,Fiat,10,litre,2.51,0.24,10.45833,0.14101123595505616
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,5.0,45.77,16.55,2993.0,258.0,BMW,3,litre,2.51,0.24,10.45833,0.15166163141993955
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,5.0,3.25,20.36,1197.0,78.9,Hyundai,10,litre,2.1,0.22,9.545455,0.1031434184675835
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,7.0,12.8,12.8,2494.0,102.0,Toyota,4,litre,2.51,0.24,10.45833,0.19609374999999998
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,5.0,0.55,17.3,993.0,60.0,Maruti,18,litre,2.1,0.22,9.545455,0.12138728323699421
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,5.0,7.15,28.4,1248.0,74.0,Maruti,2,litre,2.51,0.24,10.45833,0.08838028169014084
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,8.0,7.0,12.05,2179.0,120.0,Mahindra,7,litre,2.51,0.24,10.45833,0.20829875518672197
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,5.0,3.75,22.95,1248.0,74.0,Tata,3,litre,2.51,0.24,10.45833,0.10936819172113289
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,5.0,8.5,18.88,999.0,123.24,Ford,3,litre,2.1,0.22,9.545455,0.11122881355932204
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,5.0,4.35,23.4,1248.0,74.0,Maruti,8,litre,2.51,0.24,10.45833,0.10726495726495726
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,5.0,3.26,22.74,796.0,47.3,Maruti,4,litre,2.1,0.22,9.545455,0.09234828496042218
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,5.0,4.21,17.0,1497.0,118.0,Honda,9,litre,2.1,0.22,9.545455,0.12352941176470589
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,7.0,70.36,12.07,2967.0,241.4,Audi,2,litre,2.51,0.24,10.45833,0.20795360397680196
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,5.0,2.95,17.0,1896.0,105.0,Skoda,11,litre,2.51,0.24,10.45833,0.1476470588235294
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,5.0,4.28,17.1,1591.0,121.3,Hyundai,8,litre,2.1,0.22,9.545455,0.12280701754385964
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,5.0,3.57,16.8,1497.0,118.0,Honda,11,litre,2.1,0.22,9.545455,0.125
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,5.0,3.11,21.9,1396.0,88.8,Hyundai,7,litre,2.51,0.24,10.45833,0.11461187214611872
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,5.0,5.96,15.0,1396.0,98.6,Hyundai,6,litre,2.1,0.22,9.545455,0.14
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,5.0,4.7,20.54,1598.0,103.6,Volkswagen,9,litre,2.51,0.24,10.45833,0.12220058422590067
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,5.0,6.9,17.4,1497.0,117.3,Honda,6,litre,2.1,0.22,9.545455,0.12068965517241381
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,5.0,5.25,22.95,1248.0,74.0,Tata,2,litre,2.51,0.24,10.45833,0.10936819172113289
